,uuid,screen_name,created_at,followers,location,favorite,retweet,source,text
858,82802b71-7327-11ed-9583-ab47568012fa,ilialazarov,2022-12-03 16:10:27, 39,, 0, 1455, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
859,829efe16-7327-11ed-9583-ab47568012fa,NFT2Andy,2022-12-03 16:09:52, 59,, 0, 0, Twitter for iPhone, @Bitcoin_daheng cool
860,8647459c-7327-11ed-9583-ab47568012fa,thisuserwin1998,2022-12-03 16:09:03, 120,Kolkata, 0, 1460, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
861,6478f1c4-7327-11ed-9583-ab47568012fa,MDSAHID19042761,2022-12-03 16:20:02, 669,, 0, 331, Twitter for Android," RT @DappsDino: DinoDapps (DINO) Airdrop 
Total Rewards : 30,000,000 DINO 
Winners : 2,000 Random 
End : 01-03-2023 
Dist : 15-03-2023 

Air…"
862,71dcfbe4-7327-11ed-9583-ab47568012fa,Mohamma00281994,2022-12-03 16:15:29, 29,, 0, 332, Twitter for Android," RT @DappsDino: DinoDapps (DINO) Airdrop 
Total Rewards : 30,000,000 DINO 
Winners : 2,000 Random 
End : 01-03-2023 
Dist : 15-03-2023 

Air…"
863,71c68db0-7327-11ed-9583-ab47568012fa,Discgho,2022-12-03 16:16:04, 0,, 0, 332, Twitter for Android," RT @DappsDino: DinoDapps (DINO) Airdrop 
Total Rewards : 30,000,000 DINO 
Winners : 2,000 Random 
End : 01-03-2023 
Dist : 15-03-2023 

Air…"
864,6476a7d5-7327-11ed-9583-ab47568012fa,Mo_oh02,2022-12-03 16:20:28, 115,, 0, 187, Twitter for iPhone," RT @StockmoneyL: Tick Tock, Tick Tock🍹 

#Bitcoin https://t.co/W4DYGLSYkP"
865,75399460-7327-11ed-9583-ab47568012fa,BNB_Tracker,2022-12-03 16:14:28, 341,, 0, 0, Twitter Web App," #BinanceCoin price update: $BNB

#BNB $292.03 USD

#Bitcoin 0.01721 BTC

#Ethereum 0.22971 ETH

#altcoin #crypto… https://t.co/lFTTSETFAB"
866,78354830-7327-11ed-9583-ab47568012fa,Samimhossain33,2022-12-03 16:13:07, 24,"Kolkata, India", 0, 1447, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
867,829ed712-7327-11ed-9583-ab47568012fa,NaomiForYou17,2022-12-03 16:10:00, 118,, 0, 0, Twitter Web App," Good morning guys, i`m online &lt;3 

https://t.co/o9rnW5K5dg

#camgirl #webmodels #show #chaturbategirl #booty… https://t.co/DstMMZ75FB"
868,647b14a0-7327-11ed-9583-ab47568012fa,JessP123456789,2022-12-03 16:19:47, 2914,"Québec, Canada", 0, 10, Twitter for Android, RT @rovercrc: #BITCOIN WILL PUMP IF THE $SPX BREAKS THIS DOWNTREND!! https://t.co/kSVJ0R51tT
869,678e9633-7327-11ed-9583-ab47568012fa,PhanBoTrung5,2022-12-03 16:19:23, 50,, 0, 1433, Twitter for iPhone, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
870,6478f1c2-7327-11ed-9583-ab47568012fa,BotPricing,2022-12-03 16:20:04, 1,, 0, 0, Price Crypto Bot," Bitcoin: $16969.77
Litecoin: $76.52
Ethereum: $1271.34
USD Coin: $0.99979"
871,7835e479-7327-11ed-9583-ab47568012fa,zaipaz,2022-12-03 16:12:48, 105,, 0, 669, Twitter Web App," RT @BitcoinMagazine: JUST IN: There are now ~1,000,000 addresses that hold 1 full #bitcoin 🚀 https://t.co/BGjrfW5YZS"
872,7f7bec2c-7327-11ed-9583-ab47568012fa,notreal_satoshi,2022-12-03 16:10:44, 42,"Mumbai, India", 0, 1455, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
873,7f7bec30-7327-11ed-9583-ab47568012fa,BitaminFranklin,2022-12-03 16:10:40, 1971,Citadel 7B02, 0, 45, Twitter for Android," RT @21JCLP: ""Bitcoin maximalists are your friend, you stupid fucks."" - @dergigi

🔉🔊🎶
 
#ThankAMaxi
#Bitcoin 24/7 https://t.co/puBpg6xW06"
874,8a3f0caf-7327-11ed-9583-ab47568012fa,MinTanjim,2022-12-03 16:07:42, 655,, 0, 0, Twitter for Android," @DinoDapps This is a Fantastic project with great I believe it will be great project, Made by a very professional a… https://t.co/nZrFTOenLZ"
875,829eaffa-7327-11ed-9583-ab47568012fa,AnYujinslay,2022-12-03 16:10:14, 62,#안녕즈, 0, 1458, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
876,645dc8a1-7327-11ed-9583-ab47568012fa,RBautista_95,2022-12-03 16:21:36, 239,El mejor país del mundo., 0, 496, Twitter for Android," RT @BitcoinMagazine: Kids in El Salvador turning physical coins into #Bitcoin 🇸🇻 

The future is bright 👏 

https://t.co/CemwZSvqXs"
877,646cbcc4-7327-11ed-9583-ab47568012fa,Akhiles82064771,2022-12-03 16:21:05, 263,, 0, 9, Twitter for Android, RT @rovercrc: #BITCOIN WILL PUMP IF THE $SPX BREAKS THIS DOWNTREND!! https://t.co/kSVJ0R51tT
878,75154383-7327-11ed-9583-ab47568012fa,LivePriceCrypto,2022-12-03 16:14:50, 4077,, 0, 0, vaiotapi," #Bitcoin Last Price $16959 #BTC 🚀
Weekly Indicators:
•Change since Monday 00h00(UTC): +3.2%
•MACD:
 -MACD Line: -33… https://t.co/DPuyJVHc31"
879,829ed717-7327-11ed-9583-ab47568012fa,137x1,2022-12-03 16:09:55, 36,, 0, 1459, Twitter Web App, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
880,782eb882-7327-11ed-9583-ab47568012fa,alam22050995,2022-12-03 16:13:28, 15,, 0, 194, Twitter for Android," RT @icsmen: Let's see if i was right for $BTC 😎

$MGLD will 🚀

#btc #bnb #bitcoin #binance #trade #crypto #multiversx #mgld #xgld https://t…"
881,645da191-7327-11ed-9583-ab47568012fa,aaa_clement,2022-12-03 16:21:37, 5,, 0, 1426, Twitter Web App, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
882,679ec2d1-7327-11ed-9583-ab47568012fa,CryptoDamian3,2022-12-03 16:18:54, 16,, 0, 1434, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
883,647d3785-7327-11ed-9583-ab47568012fa,CryptoTraderPro,2022-12-03 16:19:33, 36806,🇺🇸, 0, 0, dlvr.it, Crypto Panic: Harvard Researcher Tells Central Banks to Start Buying Bitcoin https://t.co/eq9iEZiDvj 🙋 Bet with… https://t.co/VqrKD9LshL
884,7f7bec2e-7327-11ed-9583-ab47568012fa,Smart__Selena,2022-12-03 16:10:43, 413,Charlotte, 1, 0, Twitter Web App," @MartiniGuyYT Absolutely, I want Bitcoin to break 100K in 2024"
885,75219f90-7327-11ed-9583-ab47568012fa,alan_schramm,2022-12-03 16:14:32, 6262,Bitcoin, 0, 133, Twitter for Android," RT @bitstein: Austrian economics helps us make sense of #bitcoin.

Join me on Substack to explore how. https://t.co/QXn8fu7EqU"
886,645b57a1-7327-11ed-9583-ab47568012fa,devyadav2012,2022-12-03 16:21:46, 367,chandni chowk Delhi 6, 0, 104, Twitter for Android," RT @binance: Looking for something fun to kill time this weekend? 
 
Play our new game and you could win one #Bitcoin!
 
𝙋𝙍𝙀𝙎𝙎 𝙎𝙏𝘼𝙍𝙏  ▶️  h…"
887,7835bd60-7327-11ed-9583-ab47568012fa,AusmtBandit,2022-12-03 16:12:55, 68,, 0, 3, Twitter for Android," RT @BillySc39828865: @saylor With @ausminingtoken it's a case of wake up and mine the #Bitcoin

Renewable energy used for an ethical approa…"
888,8a3f0cb4-7327-11ed-9583-ab47568012fa,Crypto__Gorilla,2022-12-03 16:07:38, 73,Kong Island, 0, 1465, Twitter Web App, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
889,7f7694f9-7327-11ed-9583-ab47568012fa,Hemmaciano,2022-12-03 16:11:06, 654,bangkok thailand, 0, 335, Twitter for Android," RT @DappsDino: DinoDapps (DINO) Airdrop 
Total Rewards : 30,000,000 DINO 
Winners : 2,000 Random 
End : 01-03-2023 
Dist : 15-03-2023 

Air…"
890,67d737f0-7327-11ed-9583-ab47568012fa,hzway24,2022-12-03 16:18:32, 9,, 0, 159, Twitter for Android," RT @lucasvelascook: What should i buy in 2023? 
#Gold or #Bitcoin? 🚀🔥"
891,6daf30b5-7327-11ed-9583-ab47568012fa,syndarela1,2022-12-03 16:16:25, 181,, 0, 29, Twitter for Android, RT @MartiniGuyYT: I BELIEVE #BITCOIN WILL MAKE NEW HIGHS IN 2024
892,77eca675-7327-11ed-9583-ab47568012fa,immortalxsan,2022-12-03 16:13:42, 246,🇱🇾libya ❤️👌🇵🇰, 0, 23, Twitter Web App," RT @_Crypto_Barbie: Buying $XRP at $0,39 in 2022 is like buying Bitcoin at $0,08 in 2009! 💸"
893,7f7646d8-7327-11ed-9583-ab47568012fa,wealth09011,2022-12-03 16:11:26, 328,"Jax, FL", 0, 807, Twitter for iPhone," RT @kyledoops: 1/10) A thread on why I (a renowned bear)  believe we are approaching maximum opportunity, and how I plan on buying at/near…"
894,64294b21-7327-11ed-9583-ab47568012fa,TeamSatoshi,2022-12-03 16:22:55, 1389,United States, 0, 46, Twitter Web App," RT @BitcoinIsSaving: @RepMaxineWaters @SBF_FTX Rep. Waters should award SBF a Congressional Gold Medal for teaching so many people about ""n…"
895,8649b6ab-7327-11ed-9583-ab47568012fa,HTOJS69,2022-12-03 16:08:28, 0,, 0, 534, Twitter Web App," RT @BarrioBitcoin: Most powerful human is you in your own life purpose

https://t.co/zkfDg53CVL

You are Satoshi Nakamoto, practice what yo…"
896,8a3f33c0-7327-11ed-9583-ab47568012fa,bitcoin_vivor,2022-12-03 16:07:25, 129,Philippines, 0, 361, Twitter for Android," RT @HookedWallet: 🏆Join Hooked Launchpad with #Binance , Get Rewards Now

800,000 $HOOK for everyone today💥

🔻Follow Us
🔻Like + Retweet pos…"
897,82802b78-7327-11ed-9583-ab47568012fa,HourNft,2022-12-03 16:10:25, 17,Internetz, 0, 1457, Twitter Web App, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
898,6428d5f0-7327-11ed-9583-ab47568012fa,TweetAllBets,2022-12-03 16:22:59, 707,, 0, 77, Twitter for Android, RT @BCH_BULL: BCH Bull is excited to be on Cashrain! Join our community here: https://t.co/32YuVYExNR Be the bull and let's make it rain Bi…
899,7835e47b-7327-11ed-9583-ab47568012fa,JonBourgerie,2022-12-03 16:12:47, 1602,London, 0, 239, Twitter for iPhone," RT @BitcoinMagazine: Fiat in Venezuela is so worthless people leave it on the streets 

🇻🇪 needs #Bitcoin https://t.co/EbWUIf0QVm"
900,71d97972-7327-11ed-9583-ab47568012fa,Bitcoin__3,2022-12-03 16:15:47, 27,"London, England", 0, 5, Twitter for Android, RT @TweetStarFollow: Crypto mining is Officially Dying!! https://t.co/sYluDKxJoX RT @@Cryptonewsmart https://t.co/MwgDhYstDs
901,8a3f33b9-7327-11ed-9583-ab47568012fa,CongminhPhan1,2022-12-03 16:07:29, 221,"Hồ Chí Minh, Việt Nam", 0, 55, Twitter for iPhone, RT @CryptoMichNL: Relief rally targets for Q2 2023 on #Bitcoin. https://t.co/JD2dYqKcN3
902,7b792892-7327-11ed-9583-ab47568012fa,AliZabeeb77_,2022-12-03 16:11:49, 7,, 0, 160, Twitter for Android," RT @lucasvelascook: What should i buy in 2023? 
#Gold or #Bitcoin? 🚀🔥"
903,643e0ba0-7327-11ed-9583-ab47568012fa,Crypto__Head,2022-12-03 16:22:30, 608,Planet Earth, 0, 0, Twitter for Mac," @kaileyleinz Football it is dear. American Football is the altcoin. 
Bitcoin is the football. You know now which is the real deal."
904,78360b83-7327-11ed-9583-ab47568012fa,RektByondRepair,2022-12-03 16:12:45, 97,"Oklahoma, USA", 0, 0, Twitter for Android," @bitcoin_brown If you cannot work out by now that the mainstream media is the enemy by now, I recommend you get another booster."
905,75516220-7327-11ed-9583-ab47568012fa,TDCandow,2022-12-03 16:13:53, 117,Anywhere, 0, 1444, Twitter for iPhone, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
906,8603d3fb-7327-11ed-9583-ab47568012fa,GigiGil515,2022-12-03 16:09:25, 26,, 1, 0, Twitter for Android, @eliz883 @bitgetglobal The scenario of #Bitcoin going to zero does not exist anymore. BTC is playing much the same… https://t.co/CJkaebumtN
907,6459d101-7327-11ed-9583-ab47568012fa,quanlbn,2022-12-03 16:21:49, 61,, 0, 1425, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
908,7f766dee-7327-11ed-9583-ab47568012fa,MojHakimi_1,2022-12-03 16:11:15, 139,, 4, 0, Twitter Web App," See different styles of boys in the 🌟NiceBoy🌟 full collection on OpenSea 🔶🔸
📎📎📎 Link in Bio.

#nft #nftart… https://t.co/TNZQ0GREZB"
909,89eec9c9-7327-11ed-9583-ab47568012fa,bess_oswald,2022-12-03 16:08:20, 0,, 0, 2, Twitter for Android, RT @WolfvonLaer: On my way to San Francisco and Los Angeles for some meetings before speaking at the fantastic @pacbitcoin conference by @S…
910,86476cae-7327-11ed-9583-ab47568012fa,Crypto_Moosey,2022-12-03 16:08:47, 0,, 0, 0, Twitter for iPhone," “I don’t believe we shall ever have a good money again before we take the thing out of the hands of government, tha… https://t.co/hAMfQFqygD"
911,71db9c55-7327-11ed-9583-ab47568012fa,BTC21MILL,2022-12-03 16:15:34, 157,Self Custody, 1, 0, Twitter for iPhone," @BJusty1 Literally thought the same. Lol. 

Some of those fans look like they just left a Bitcoin Conference."
912,8d17f632-7327-11ed-9583-ab47568012fa,Aaron47173305,2022-12-03 16:07:10, 20,, 0, 1467, Twitter Web App, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
913,646c6ea1-7327-11ed-9583-ab47568012fa,Jpaguado,2022-12-03 16:21:11, 2067,Philippines, 0, 2, Twitter for iPhone, RT @AltcoinDailyio: Like him or not US Senator @TedCruz is one of #Bitcoin's biggest proponents.
914,6477b941-7327-11ed-9583-ab47568012fa,namee5159,2022-12-03 16:20:18, 14,, 0, 1428, Twitter Web App, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
915,8a3e706d-7327-11ed-9583-ab47568012fa,FreddieMcCurry1,2022-12-03 16:08:05, 42,, 0, 1465, Twitter Web App, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
916,647918d3-7327-11ed-9583-ab47568012fa,whalesradar_com,2022-12-03 16:20:01, 2073,İstanbul, 0, 0, MT4 to Twitter," #SCUSDT #SC 
Signal #1  

Last Signal: N/A 
Before: 0.00264000 
After: 0.00267000 🟢(1.14%) 
Volume Chng: 19,192 USD… https://t.co/ttHvAtmHpB"
917,678ee451-7327-11ed-9583-ab47568012fa,Pranavvtweet,2022-12-03 16:19:19, 721,, 2, 0, Twitter for Android," How bout a 🌎 world, in which people are 💪 independent and self sufficient. They don't need a middle person to opera… https://t.co/nBvSmPuasQ"
918,644dea20-7327-11ed-9583-ab47568012fa,tzorizzzt,2022-12-03 16:22:10, 16,In The Fire, 0, 0, Twitter for Android," @mihm_david I've never been a fan of Kanye, Elon's bank account is of little concern, and Bitcoin is not ""crypto.""… https://t.co/2N4g9lfV3r"
919,8a3f81db-7327-11ed-9583-ab47568012fa,LesleyW39947656,2022-12-03 16:07:12, 156,, 1, 0, Twitter Web App, @PeterSchiff Just stop whining and buy some bitcoin to balance all the gold you own.  That's what I did.
920,7b790188-7327-11ed-9583-ab47568012fa,Wendy27151878,2022-12-03 16:11:53, 2,, 0, 333, Twitter for Android," RT @DappsDino: DinoDapps (DINO) Airdrop 
Total Rewards : 30,000,000 DINO 
Winners : 2,000 Random 
End : 01-03-2023 
Dist : 15-03-2023 

Air…"
921,679d6342-7327-11ed-9583-ab47568012fa,Cumali17015957,2022-12-03 16:18:58, 163,, 0, 10, Twitter for Android, RT @granitacademy: Spotted in a gold shop lol #Bitcoin https://t.co/0bSKXYzmGh
922,645e64e1-7327-11ed-9583-ab47568012fa,anatolichcrypto,2022-12-03 16:21:34, 427,Web3 🌐³, 0, 562, Twitter Web App, RT @saylor: Wake up and smell the #Bitcoin.
923,77eca677-7327-11ed-9583-ab47568012fa,nasir44090848,2022-12-03 16:13:40, 22,, 0, 194, Twitter for Android," RT @icsmen: Let's see if i was right for $BTC 😎

$MGLD will 🚀

#btc #bnb #bitcoin #binance #trade #crypto #multiversx #mgld #xgld https://t…"
924,6425c8b0-7327-11ed-9583-ab47568012fa,JayGulhane,2022-12-03 16:23:02, 102,"Loni, Warud, Maharashtra", 0, 53, Twitter for Android, RT @rovercrc: I hope #Bitcoin drops down to $10k so I can buy even more!
925,645abb60-7327-11ed-9583-ab47568012fa,BuyGanyo,2022-12-03 16:21:47, 72,, 0, 1425, Twitter Web App, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
926,67dcb630-7327-11ed-9583-ab47568012fa,AnhhTn9,2022-12-03 16:18:28, 10,, 0, 563, Twitter Web App, RT @saylor: Wake up and smell the #Bitcoin.
927,71e22c03-7327-11ed-9583-ab47568012fa,simplemind76,2022-12-03 16:15:04, 232,🇵🇭, 0, 77, Twitter for Android, RT @BCH_BULL: BCH Bull is excited to be on Cashrain! Join our community here: https://t.co/32YuVYExNR Be the bull and let's make it rain Bi…
928,86474594-7327-11ed-9583-ab47568012fa,broadscaler,2022-12-03 16:09:09, 345,"CA 91436, USA", 1, 2, dlvr.it, Let’s Dispel Some Misconceptions About Wrapped Bitcoin and Ethereum https://t.co/uNSm8MiuYi https://t.co/N8DdHZPxFG
929,71db9c53-7327-11ed-9583-ab47568012fa,Anto0nio1,2022-12-03 16:15:36, 67,, 0, 1441, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
930,78310272-7327-11ed-9583-ab47568012fa,allanha61673001,2022-12-03 16:13:22, 72,, 0, 15, Twitter Web App," RT @TheBTCTherapist: I denounce wage slavery. 

I opt into freedom. 

I buy bitcoin."
931,647150a1-7327-11ed-9583-ab47568012fa,xrhodium_xrc,2022-12-03 16:20:44, 6710,, 0, 4, Twitter for Android," RT @MotorUp2: The sleeping giant #X.
$XRC #xRhodium 
#BTC #Bitcoin https://t.co/Q77kcwPHUc"
932,644585b3-7327-11ed-9583-ab47568012fa,Tony42025567,2022-12-03 16:22:18, 86,, 0, 69, Twitter for Android, RT @WhaleChart: BREAKING: Elon Musk reveals wild ‘$1 Billion’ democrat donation theory tfter Bitcoin and Crypto exchange collapse. Far more…
933,6d70ef34-7327-11ed-9583-ab47568012fa,wiki_bro,2022-12-03 16:17:12, 22,, 0, 28, Twitter for Android," RT @NexusWars_: Nexus Wars community:
Treasure box is open for $BCH #BCH  community

Together we will build a healthy community on the foun…"
934,89eca6e0-7327-11ed-9583-ab47568012fa,0xYounesM,2022-12-03 16:08:26, 809,another galaxy , 0, 1464, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
935,6a5f4261-7327-11ed-9583-ab47568012fa,gowrav_aljapur,2022-12-03 16:17:20, 279,"Hyderabad, India", 0, 41, Twitter for Android," RT @Ashcryptoreal: If anyone is scared right now because of this bad market and uncertainty, just remember #Bitcoin crashed from $20,000 to…"
936,829ed716-7327-11ed-9583-ab47568012fa,zaipaz,2022-12-03 16:09:56, 105,, 0, 82, Twitter Web App, RT @pete_rizzo_: ✨ Hal Finney on the untapped potential of #Bitcoin 12 years ago https://t.co/AwgIS8YbtA
937,753a7ec5-7327-11ed-9583-ab47568012fa,Shohag2290,2022-12-03 16:14:24, 32,, 0, 1444, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
938,7548d6a0-7327-11ed-9583-ab47568012fa,Crypt_Obi,2022-12-03 16:14:07, 274,Coruscant, 0, 30, Twitter for iPhone," RT @maindi: Joke about bitcoiner, etherian and BSVer by ChatGPT 😅 #Bitcoin https://t.co/LooU9IWoNe"
939,8a3e4954-7327-11ed-9583-ab47568012fa,Tith13543664,2022-12-03 16:08:19, 910,UK, 0, 1465, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
940,864522b7-7327-11ed-9583-ab47568012fa,omistheway,2022-12-03 16:09:16, 54,, 0, 240, Twitter for iPhone," RT @BitcoinMagazine: Fiat in Venezuela is so worthless people leave it on the streets 

🇻🇪 needs #Bitcoin https://t.co/EbWUIf0QVm"
941,64272840-7327-11ed-9583-ab47568012fa,Crypto589,2022-12-03 16:23:01, 63,, 0, 1422, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
942,86476cad-7327-11ed-9583-ab47568012fa,nickspanos,2022-12-03 16:08:47, 10585,Zug/Dubai/Miami/NYC, 1, 1, Twitter for iPhone," FTX It is just another Leeman, Enron, Madoff moment of centralization. Has nothing to do with #bitcoin and the dece… https://t.co/7Q2iHPwrN5"
943,71c68db2-7327-11ed-9583-ab47568012fa,24d738c235eb47b,2022-12-03 16:16:04, 69,مصر, 0, 332, Twitter for Android," RT @DappsDino: DinoDapps (DINO) Airdrop 
Total Rewards : 30,000,000 DINO 
Winners : 2,000 Random 
End : 01-03-2023 
Dist : 15-03-2023 

Air…"
944,647150a2-7327-11ed-9583-ab47568012fa,controlprintQE,2022-12-03 16:20:43, 132,, 1, 0, Twitter Web App, @PriapusIQ Bitcoin definitely fixes this 🙃
945,8a3e7074-7327-11ed-9583-ab47568012fa,arkhypen,2022-12-03 16:08:02, 134,, 0, 85, Twitter Web App," RT @MartiniGuyYT: I’M $198,000 LONG ON #BITCOIN"
946,6431af91-7327-11ed-9583-ab47568012fa,ChrisRads,2022-12-03 16:22:35, 618,, 0, 7, Twitter for Android," RT @1e9petrichor: “#Bitcoin is not an organism separate from people. 

#Bitcoin is people. 

Individuals hold keys, run nodes, and perform…"
947,6478cab1-7327-11ed-9583-ab47568012fa,bitcoin_italy,2022-12-03 16:20:09, 72,, 0, 534, Twitter for iPhone," RT @BarrioBitcoin: Most powerful human is you in your own life purpose

https://t.co/zkfDg53CVL

You are Satoshi Nakamoto, practice what yo…"
948,7b757f1c-7327-11ed-9583-ab47568012fa,JFK_115,2022-12-03 16:12:02, 69,, 0, 1449, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
949,67e87601-7327-11ed-9583-ab47568012fa,BitFaqs,2022-12-03 16:18:13, 366,, 2, 0, Twitter for Android," Generated by AI :
Bitcoin is a decentralized digital currency that allows individuals to securely and anonymously m… https://t.co/RM8Vn1ywPU"
950,6da6f352-7327-11ed-9583-ab47568012fa,AlimAl31271386,2022-12-03 16:16:50, 1,, 0, 2, Twitter Web App, RT @SHARKOINcom: Get lucky today at https://t.co/iQXk7GUUO7! Play a few hands of #BlackJack and make a nice #crypto profit! #Casino #Games…
951,6a53f7c1-7327-11ed-9583-ab47568012fa,TOMAW135,2022-12-03 16:17:38, 2302,, 0, 1436, Twitter Web App, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
952,89eec9c4-7327-11ed-9583-ab47568012fa,Official_tizzz,2022-12-03 16:08:23, 42,"Washington, USA", 0, 1464, Twitter for iPhone, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
953,8a3f33b6-7327-11ed-9583-ab47568012fa,JORJ75232927,2022-12-03 16:07:31, 74,, 0, 1465, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
954,6a26f452-7327-11ed-9583-ab47568012fa,Karipto2,2022-12-03 16:17:45, 639,, 0, 41, Twitter for iPhone," RT @Ashcryptoreal: If anyone is scared right now because of this bad market and uncertainty, just remember #Bitcoin crashed from $20,000 to…"
955,864549c1-7327-11ed-9583-ab47568012fa,vincelovekiko,2022-12-03 16:09:14, 88,Singapore, 0, 1460, Twitter for iPhone, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
956,82a31ccc-7327-11ed-9583-ab47568012fa,stratman_al,2022-12-03 16:09:43, 50,Uk, 0, 1459, Twitter for iPhone, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
957,829efe1a-7327-11ed-9583-ab47568012fa,beentreasure,2022-12-03 16:09:49, 23,"Vilnius, Lithuania", 0, 1459, Twitter for iPhone, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
958,64316170-7327-11ed-9583-ab47568012fa,smax92844005,2022-12-03 16:22:39, 15,, 0, 1423, Twitter Web App, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
959,645a9451-7327-11ed-9583-ab47568012fa,BigKucoinMoons,2022-12-03 16:21:47, 1261,BIG Kucoin pumps, 0, 2, Twitter Web App," RT @100x_cryptos: Lithium $LITH has #mainnet in Dec. 👀💎
#LITH was .054 cents
now .0007
77x for LITH to get back to .054 cents
LITH primed f…"
960,67cd9b04-7327-11ed-9583-ab47568012fa,You19427,2022-12-03 16:18:34, 421,The Netherlands, 0, 41, Twitter for Android," RT @Ashcryptoreal: If anyone is scared right now because of this bad market and uncertainty, just remember #Bitcoin crashed from $20,000 to…"
961,6a29b370-7327-11ed-9583-ab47568012fa,Godispeace5,2022-12-03 16:17:40, 276,BNB 🌖 BSC to Safemoon City 🚀, 0, 41, Twitter for iPhone," RT @Ashcryptoreal: If anyone is scared right now because of this bad market and uncertainty, just remember #Bitcoin crashed from $20,000 to…"
962,7f7646d5-7327-11ed-9583-ab47568012fa,jhoidanda,2022-12-03 16:11:29, 12,Ioannina, 0, 556, Twitter Web App, RT @BitcoinMagazine: JUST IN - Fox News Host Tucker Carlson: I’m “big into #Bitcoin” https://t.co/0h3gtSWRKI
963,827f8f34-7327-11ed-9583-ab47568012fa,bigwin2608,2022-12-03 16:10:38, 112,, 0, 1455, Twitter for Android, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
964,64719ec2-7327-11ed-9583-ab47568012fa,BudsLD,2022-12-03 16:20:41, 43,, 0, 1426, Looking for Twitter, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
965,71c6b4c1-7327-11ed-9583-ab47568012fa,RajB909,2022-12-03 16:16:01, 118,Satan’s Butthole, 0, 1441, Twitter for iPhone, RT @Ashcryptoreal: I will give $200 #Bitcoin to one person in next 72hr. Just retweet and make sure you are following me.
966,67d11d70-7327-11ed-9583-ab47568012fa,alifc,2022-12-03 16:18:33, 61,Denmark, 0, 0, Twitter Web App, @giuseppe40oz @coryklippsten Imagine having to come up with half a trillion in fees each year just to pay for secur… https://t.co/yxYcuGTY82
